Date,Open,High,Low,Close,Prev. Close,Change,% Change
01-Jan-16,13.87,14.3475,13.105,14.26,13.87,0.39,2.81
04-Jan-16,14.26,17.1025,14.03,16.835,14.26,2.58,18.06
05-Jan-16,16.835,16.835,15.5675,16.7025,16.835,-0.13,-0.79
06-Jan-16,16.7025,17.1625,15.6075,16.5525,16.7025,-0.15,-0.9
07-Jan-16,16.5525,19.255,16.49,18.96,16.5525,2.41,14.54
08-Jan-16,18.96,18.96,16.8725,17.7975,18.96,-1.16,-6.13
11-Jan-16,17.7975,19.2025,17.7975,18.69,17.7975,0.89,5.01
12-Jan-16,18.69,19.1875,17.15,18.7125,18.69,0.02,0.12
13-Jan-16,18.7125,19.6625,17.5225,18.3525,18.7125,-0.36,-1.92
14-Jan-16,18.3525,19.7875,16.465,18.605,18.3525,0.25,1.38
15-Jan-16,18.605,19.69,15.6725,19.415,18.605,0.81,4.35
18-Jan-16,19.415,20.54,18.1025,20.225,19.415,0.81,4.17
19-Jan-16,20.225,20.225,17.93,18.43,20.225,-1.8,-8.88
20-Jan-16,18.43,22.1075,17.1875,20.965,18.43,2.54,13.75
21-Jan-16,20.965,21.6925,17.8525,20.8125,20.965,-0.15,-0.73
22-Jan-16,20.8125,20.8125,17.1175,18.82,20.8125,-1.99,-9.57
25-Jan-16,18.82,19.1475,17.2125,18.265,18.82,-0.55,-2.95
27-Jan-16,18.265,19.27,17.935,19.0575,18.265,0.79,4.34
28-Jan-16,19.0575,19.0575,17.2575,17.9,19.0575,-1.16,-6.07
29-Jan-16,17.9,18.8,17.075,17.24,17.9,-0.66,-3.69
01-Feb-16,17.24,18.1725,17.125,17.89,17.24,0.65,3.77
02-Feb-16,17.89,18.35,16.4875,18.035,17.89,0.14,0.81
03-Feb-16,18.035,18.94,18.015,18.5875,18.035,0.55,3.06
04-Feb-16,18.5875,18.6525,17.325,18.2075,18.5875,-0.38,-2.04
05-Feb-16,18.2075,18.3275,16.5425,18.115,18.2075,-0.09,-0.51
08-Feb-16,18.115,20.4525,17.36,20.2575,18.115,2.14,11.83
09-Feb-16,20.2575,22.0325,20.2475,21.7275,20.2575,1.47,7.26
10-Feb-16,21.7275,23.095,21.435,22.465,21.7275,0.74,3.39
11-Feb-16,22.465,26.87,22.11,25.965,22.465,3.5,15.58
12-Feb-16,25.965,25.97,24.0075,24.6725,25.965,-1.29,-4.98
15-Feb-16,24.6725,24.6725,21.7975,22.375,24.6725,-2.3,-9.31
16-Feb-16,22.375,23.33,17.32,23.04,22.375,0.66,2.97
17-Feb-16,23.04,23.805,20.6375,21.8325,23.04,-1.21,-5.24
18-Feb-16,21.8325,22.3,19.79,21.485,21.8325,-0.35,-1.59
19-Feb-16,21.485,21.6625,17.6975,20.915,21.485,-0.57,-2.65
22-Feb-16,20.915,21.8625,17.4075,21.02,20.915,0.11,0.5
23-Feb-16,21.02,24.64,21.02,23.8375,21.02,2.82,13.4
24-Feb-16,23.8375,24.815,22.1275,22.955,23.8375,-0.88,-3.7
25-Feb-16,22.955,23.4875,22.1975,22.745,22.955,-0.21,-0.91
26-Feb-16,22.745,23.145,21.19,21.865,22.745,-0.88,-3.87
29-Feb-16,21.865,22.405,19.355,20.1575,21.865,-1.71,-7.81
01-Mar-16,20.1575,20.1575,18.4025,18.6725,20.1575,-1.48,-7.37
02-Mar-16,18.6725,19.2,17.495,18.99,18.6725,0.32,1.7
03-Mar-16,18.99,19.02,17.9075,18.04,18.99,-0.95,-5
04-Mar-16,18.04,18.315,17.2,17.8825,18.04,-0.16,-0.87
08-Mar-16,17.8825,18.975,17.41,18.465,17.8825,0.58,3.26
09-Mar-16,18.465,18.675,17.315,17.505,18.465,-0.96,-5.2
10-Mar-16,17.505,18.24,16.2675,17.895,17.505,0.39,2.23
11-Mar-16,17.895,17.895,16.0325,17.0975,17.895,-0.8,-4.46
14-Mar-16,17.0975,17.4,15.585,17.1025,17.0975,0,0.03
15-Mar-16,17.1025,17.84,15.23,17.5975,17.1025,0.5,2.89
16-Mar-16,17.5975,17.88,14.5975,17.115,17.5975,-0.48,-2.74
17-Mar-16,17.115,17.275,15.5575,16.84,17.115,-0.27,-1.61
18-Mar-16,16.84,16.8675,14.9,16.3825,16.84,-0.46,-2.72
21-Mar-16,16.3825,17.11,14.8325,16.3325,16.3825,-0.05,-0.31
22-Mar-16,16.3325,16.8625,13.695,16.43,16.3325,0.1,0.6
23-Mar-16,16.43,16.87,13.9475,16.345,16.43,-0.09,-0.52
28-Mar-16,16.345,18.57,15.1825,17.485,16.345,1.14,6.97
29-Mar-16,17.485,18.04,16.805,17.6375,17.485,0.15,0.87
30-Mar-16,17.6375,17.6375,16.57,16.8075,17.6375,-0.83,-4.71
31-Mar-16,16.8075,16.885,15.4975,16.5825,16.8075,-0.23,-1.34
01-Apr-16,16.5825,17.895,16.2925,17.2775,16.5825,0.7,4.19
04-Apr-16,17.2775,18.1675,16.23,17.45,17.2775,0.17,1
05-Apr-16,17.45,18.0625,16.885,17.83,17.45,0.38,2.18
06-Apr-16,17.83,17.9225,16.125,17.345,17.83,-0.48,-2.72
07-Apr-16,17.345,17.4225,16.335,16.935,17.345,-0.41,-2.36
08-Apr-16,16.935,16.935,15.1975,16.4325,16.935,-0.5,-2.97
11-Apr-16,16.4325,16.79,14.88,16.0125,16.4325,-0.42,-2.56
12-Apr-16,16.0125,16.3025,14.6525,16.025,16.0125,0.01,0.08
13-Apr-16,16.025,16.12,13.55,16.035,16.025,0.01,0.06
18-Apr-16,16.035,17.4175,14.14,16.9475,16.035,0.91,5.69
20-Apr-16,16.9475,17.52,15.4325,17.075,16.9475,0.13,0.75
21-Apr-16,17.075,17.075,15.6375,16.5125,17.075,-0.56,-3.29
22-Apr-16,16.5125,16.8575,15.335,16.38,16.5125,-0.13,-0.8
25-Apr-16,16.38,17.03,16.1275,16.5725,16.38,0.19,1.18
26-Apr-16,16.5725,16.8175,15.6425,16.58,16.5725,0.01,0.05
27-Apr-16,16.58,16.79,16.2275,16.3525,16.58,-0.23,-1.37
28-Apr-16,16.3525,16.77,15.3075,16.5975,16.3525,0.25,1.5
29-Apr-16,16.5975,17.24,15.63,16.5375,16.5975,-0.06,-0.36
02-May-16,16.5375,17.655,16.5375,17.0925,16.5375,0.55,3.36
03-May-16,17.0925,18.0825,15.605,17.4625,17.0925,0.37,2.16
04-May-16,17.4625,17.7825,16.2675,17.445,17.4625,-0.02,-0.1
05-May-16,17.445,17.48,15.7275,17.17,17.445,-0.27,-1.58
06-May-16,17.17,17.5025,16.055,16.9475,17.17,-0.22,-1.3
09-May-16,16.9475,16.9475,15.2175,16.6125,16.9475,-0.34,-1.98
10-May-16,16.6125,17.185,15.0225,16.415,16.6125,-0.2,-1.19
11-May-16,16.415,17.4625,15.5375,16.9625,16.415,0.55,3.34
12-May-16,16.9625,17.1675,15.96,16.3275,16.9625,-0.63,-3.74
13-May-16,16.3275,17.3675,14.195,16.9975,16.3275,0.67,4.1
16-May-16,16.9975,17.77,16.1675,17.0325,16.9975,0.04,0.21
17-May-16,17.0325,17.0325,15.735,16.3725,17.0325,-0.66,-3.87
18-May-16,16.3725,16.97,15.99,16.455,16.3725,0.08,0.5
19-May-16,16.455,17.4175,15.4175,17.0625,16.455,0.61,3.69
20-May-16,17.0625,17.0625,14.9825,16.425,17.0625,-0.64,-3.74
23-May-16,16.425,16.5525,15.1825,16.16,16.425,-0.27,-1.61
24-May-16,16.16,16.8875,15.6875,16.22,16.16,0.06,0.37
25-May-16,16.22,16.22,14.5475,15.52,16.22,-0.7,-4.32
26-May-16,15.52,15.52,14.4675,15.325,15.52,-0.2,-1.26
27-May-16,15.325,15.8575,14.9375,15.26,15.325,-0.06,-0.42
30-May-16,15.26,16.4425,14.77,15.975,15.26,0.71,4.69
31-May-16,15.975,16.3625,14.3025,16.045,15.975,0.07,0.44
01-Jun-16,16.045,16.0975,14.72,15.835,16.045,-0.21,-1.31
02-Jun-16,15.835,15.9375,14.96,15.0875,15.835,-0.75,-4.72
03-Jun-16,15.0875,15.3925,14.0475,14.995,15.0875,-0.09,-0.61
06-Jun-16,14.995,15.535,14.1175,15.355,14.995,0.36,2.4
07-Jun-16,15.355,15.355,14.4025,14.87,15.355,-0.49,-3.16
08-Jun-16,14.87,15.2875,13.315,15.1425,14.87,0.27,1.83
09-Jun-16,15.1425,15.8325,13.975,15.6725,15.1425,0.53,3.5
10-Jun-16,15.6725,16.27,14.5525,15.97,15.6725,0.3,1.9
13-Jun-16,15.97,17.0775,15.6575,16.5825,15.97,0.61,3.84
14-Jun-16,16.5825,17.5375,14.91,17.19,16.5825,0.61,3.66
15-Jun-16,17.19,17.63,15.42,17.055,17.19,-0.14,-0.79
16-Jun-16,17.055,18.4625,15.775,17.6975,17.055,0.64,3.77
17-Jun-16,17.6975,17.8975,16.04,17.35,17.6975,-0.35,-1.96
20-Jun-16,17.35,18.45,16.29,17.5175,17.35,0.17,0.97
21-Jun-16,17.5175,17.705,16.39,17.26,17.5175,-0.26,-1.47
22-Jun-16,17.26,18.3125,16.22,18.185,17.26,0.92,5.36
23-Jun-16,18.185,18.8275,16.9925,18.02,18.185,-0.16,-0.91
24-Jun-16,18.02,21.05,16.1525,18.6275,18.02,0.61,3.37
27-Jun-16,18.6275,19.73,18.3825,18.53,18.6275,-0.1,-0.52
28-Jun-16,18.53,18.81,17.445,17.725,18.53,-0.8,-4.34
29-Jun-16,17.725,17.725,15.905,16.155,17.725,-1.57,-8.86
30-Jun-16,16.155,16.41,14.655,16.29,16.155,0.13,0.84
01-Jul-16,16.29,16.3575,15.6525,15.7375,16.29,-0.55,-3.39
